# entry-subent-pointer  : 10827--11-5-0 
# EXFOR reaction        : ['26-FE-54', ['N,X'], '2-HE-4,,DE'] 
# incident energy       : 1.48e+01 MeV 
# target                : Fe-54 
# product               : He-4 
# level energy          : 4.75e+00 MeV 
# MF-MT number          : 5 - residual 
# first author          : S.M.Grimes 
# institute             : (1USALRL): Lawrence Livermore National Laboratory, Livermore, CA 
# reference             : (J,PR/C,19,2127,197906) 
# year                  : 1979 
# facility              : None 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/108/10827.x4 
# nds                   : https://nds.iaea.org/EXFOR/10827
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      4.75000E+00      0.00000E+00      2.07000E-10      1.44900E-11
      5.25000E+00      0.00000E+00      2.72000E-09      1.90400E-10
      5.75000E+00      0.00000E+00      5.50000E-09      3.85000E-10
      6.25000E+00      0.00000E+00      8.24000E-09      5.76800E-10
      6.75000E+00      0.00000E+00      1.21000E-08      8.47000E-10
      7.25000E+00      0.00000E+00      1.31000E-08      9.17000E-10
      7.75000E+00      0.00000E+00      1.85000E-08      1.29500E-09
      8.25000E+00      0.00000E+00      1.71000E-08      1.19700E-09
      8.75000E+00      0.00000E+00      1.88000E-08      1.31600E-09
      9.25000E+00      0.00000E+00      1.39000E-08      9.73000E-10
      9.75000E+00      0.00000E+00      1.20000E-08      8.40000E-10
      1.02500E+01      0.00000E+00      1.06000E-08      7.42000E-10
      1.07500E+01      0.00000E+00      6.43000E-09      4.50100E-10
      1.12500E+01      0.00000E+00      7.84000E-09      5.48800E-10
      1.17500E+01      0.00000E+00      5.55000E-09      3.88500E-10
      1.22500E+01      0.00000E+00      2.91000E-09      2.03700E-10
      1.27500E+01      0.00000E+00      2.21000E-09      1.54700E-10
      1.32500E+01      0.00000E+00      1.09000E-09      7.63000E-11
      1.37500E+01      0.00000E+00      1.23000E-09      8.61000E-11
      1.42500E+01      0.00000E+00      1.43000E-09      1.00100E-10
      1.47500E+01      0.00000E+00      1.08000E-09      7.56000E-11
      1.52500E+01      0.00000E+00      1.33000E-09      9.31000E-11
