# entry-subent-pointer  : 40533-002-0 
# EXFOR reaction        : ['74-W-0', ['N,X'], '0-G-0,,DE'] 
# incident energy       : 4.4350e+00 MeV 
# target                : W-0 
# product               : G-0 
# level energy          : 1.0000e+00 MeV 
# MF-MT number          : 12 - None 
# first author          : M.V.Savin 
# institute             : (4RUSKUR): National Issl.Tsentr "Kurchatovskii Institut", Moskva 
# reference             : ((C,77KIEV,2,103,1977)=(R,INDC(CCP)-118,(2),103,1977)) 
# year                  : 1977 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/405/40533.x4 
# nds                   : https://nds.iaea.org/EXFOR/40533
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      1.00000E+00      0.00000E+00      8.49000E-07      1.40000E-07
      1.25000E+00      0.00000E+00      7.75000E-07      1.25000E-07
      1.50000E+00      0.00000E+00      3.62000E-07      5.90000E-08
      1.75000E+00      0.00000E+00      4.16000E-07      6.90000E-08
      2.00000E+00      0.00000E+00      2.96000E-07      4.70000E-08
      2.25000E+00      0.00000E+00      2.35000E-07      3.90000E-08
      2.50000E+00      0.00000E+00      2.08000E-07      3.50000E-08
      2.75000E+00      0.00000E+00      1.96000E-07      3.30000E-08
      3.00000E+00      0.00000E+00      1.59000E-07      2.90000E-08
      3.25000E+00      0.00000E+00      1.24000E-07      2.30000E-08
      3.50000E+00      0.00000E+00      8.50000E-08      2.00000E-08
      3.75000E+00      0.00000E+00      4.50000E-08      1.00000E-08
      4.00000E+00      0.00000E+00      2.10000E-08      6.00000E-09
      4.25000E+00      0.00000E+00      0.00000E+00      0.00000E+00
      4.50000E+00      0.00000E+00      0.00000E+00      0.00000E+00
