# entry-subent-pointer  : 22974--02-6-0 
# EXFOR reaction        : ['29-CU-0', ['N,X'], '0-NN-1,EM,DE'] 
# incident energy       : 8.07e+00 MeV 
# target                : Cu-0 
# product               : Nn-1 
# level energy          : 1.62e+00 MeV 
# MF-MT number          : 5 - residual 
# first author          : D.Schmidt 
# institute             : (2GERPTB): Physikal. Techn. Bundesanst., Braunschweig 
# reference             : (R,PTB-N-52,2006) 
# year                  : 2006 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/229/22974.x4 
# nds                   : https://nds.iaea.org/EXFOR/22974
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      1.62500E+00      0.00000E+00      3.99710E-07      1.17515E-08
      1.87500E+00      0.00000E+00      3.77040E-07      1.07456E-08
      2.12500E+00      0.00000E+00      3.50100E-07      9.87282E-09
      2.37500E+00      0.00000E+00      3.23730E-07      9.19393E-09
      2.62500E+00      0.00000E+00      2.89820E-07      6.20215E-09
      2.87500E+00      0.00000E+00      2.53430E-07      5.39806E-09
      3.12500E+00      0.00000E+00      2.14050E-07      4.55926E-09
      3.37500E+00      0.00000E+00      1.95400E-07      4.16202E-09
      3.62500E+00      0.00000E+00      1.63510E-07      3.61357E-09
      3.87500E+00      0.00000E+00      1.25460E-07      2.92322E-09
      4.25000E+00      0.00000E+00      1.15190E-07      2.45355E-09
      4.75000E+00      0.00000E+00      7.53450E-08      1.74800E-09
      5.25000E+00      0.00000E+00      6.54300E-08      1.56378E-09
      5.75000E+00      0.00000E+00      3.66280E-08      1.14646E-09
      6.25000E+00      0.00000E+00      1.50610E-08      4.32251E-10
