# entry-subent-pointer  : 21599--01-6-0 
# EXFOR reaction        : ['79-AU-197', ['N,X'], '0-NN-1,EM,DE'] 
# incident energy       : 1.41e+01 MeV 
# target                : Au-197 
# product               : Nn-1 
# level energy          : 3.75e-01 MeV 
# MF-MT number          : 5 - residual 
# first author          : H.Vonach 
# institute             : (2AUSIRK): Institute fuer Isotopenforschung und Kernphysik, Vienna 
# reference             : ((S,INDC(USA)-84,(1),343,1980)=(S,BNL-NCS-51245,(1),343,1980)) 
# year                  : 1980 
# facility              : (CCW): Cockcroft-Walton accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/215/21599.x4 
# nds                   : https://nds.iaea.org/EXFOR/21599
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      3.75000E-01      0.00000E+00      1.95800E-06      7.20000E-08
      6.25000E-01      0.00000E+00      2.36400E-06      1.18000E-07
      8.75000E-01      0.00000E+00      2.24300E-06      1.16000E-07
      1.12500E+00      0.00000E+00      1.92200E-06      1.01000E-07
      1.37500E+00      0.00000E+00      1.58600E-06      8.40000E-08
      1.62500E+00      0.00000E+00      1.34600E-06      7.00000E-08
      1.87500E+00      0.00000E+00      1.12000E-06      5.90000E-08
      2.12500E+00      0.00000E+00      8.70000E-07      4.70000E-08
      2.37500E+00      0.00000E+00      6.85000E-07      3.90000E-08
      2.62500E+00      0.00000E+00      6.19000E-07      3.30000E-08
      2.87500E+00      0.00000E+00      4.84000E-07      2.80000E-08
      3.12500E+00      0.00000E+00      3.69000E-07      2.20000E-08
      3.37500E+00      0.00000E+00      2.89000E-07      1.80000E-08
      3.62500E+00      0.00000E+00      2.49000E-07      1.70000E-08
      3.87500E+00      0.00000E+00      2.13000E-07      1.50000E-08
      4.25000E+00      0.00000E+00      1.47000E-07      1.10000E-08
      4.75000E+00      0.00000E+00      1.14000E-07      1.10000E-08
      5.25000E+00      0.00000E+00      8.20000E-08      1.00000E-08
      5.75000E+00      0.00000E+00      4.00000E-08      1.00000E-08
