# entry-subent-pointer  : 20036--00-6-0 
# EXFOR reaction        : ['92-U-235', ['N,INL'], '92-U-235,,DE'] 
# incident energy       : 4.00e+00 MeV 
# target                : U-235 
# product               : U-235 
# level energy          : 4.99e-01 MeV 
# MF-MT number          : 5 - 4 
# first author          : R.Batchelor 
# institute             : (2UK ALD): Atomic Weapons Establishment (AWE), Aldermaston 
# reference             : (R,AWRE-O-55/69,1969) 
# year                  : 1969 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/200/20036.x4 
# nds                   : https://nds.iaea.org/EXFOR/20036
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      4.99500E-01      0.00000E+00      1.78000E-06      8.90000E-08
      5.96500E-01      0.00000E+00      1.74000E-06      8.70000E-08
      6.92500E-01      0.00000E+00      1.64000E-06      8.20000E-08
      7.89000E-01      0.00000E+00      1.35000E-06      6.75000E-08
      8.83500E-01      0.00000E+00      9.20000E-07      4.60000E-08
      9.96000E-01      0.00000E+00      8.60000E-07      4.30000E-08
      1.09250E+00      0.00000E+00      7.00000E-07      3.50000E-08
      1.16700E+00      0.00000E+00      5.70000E-07      2.85000E-08
      1.24900E+00      0.00000E+00      4.80000E-07      2.40000E-08
      1.34000E+00      0.00000E+00      4.40000E-07      2.20000E-08
      1.44150E+00      0.00000E+00      3.40000E-07      1.70000E-08
      1.55250E+00      0.00000E+00      3.00000E-07      1.50000E-08
      1.68000E+00      0.00000E+00      2.30000E-07      1.15000E-08
      1.82600E+00      0.00000E+00      2.30000E-07      1.15000E-08
      1.98600E+00      0.00000E+00      1.80000E-07      9.00000E-09
      2.17150E+00      0.00000E+00      1.50000E-07      7.50000E-09
      2.38650E+00      0.00000E+00      1.70000E-07      8.50000E-09
