# entry-subent-pointer  : 21970--00-7-0 
# EXFOR reaction        : ['49-IN-0', ['N,X'], '1-H-1,,DE'] 
# incident energy       : 1.41e+01 MeV 
# target                : In-0 
# product               : H-1 
# level energy          : 4.50e+00 MeV 
# MF-MT number          : 5 - residual 
# first author          : R.Fischer 
# institute             : (2AUSIRK): Institute fuer Isotopenforschung und Kernphysik, Vienna 
# reference             : ((J,RE,96,309,1986)=(C,85SANTA,2,1651,1985)) 
# year                  : 1985 
# facility              : (CCW): Cockcroft-Walton accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/219/21970.x4 
# nds                   : https://nds.iaea.org/EXFOR/21970
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      4.50000E+00      0.00000E+00      2.90000E-10      2.90000E-10
      5.50000E+00      0.00000E+00      1.51000E-09      2.70000E-10
      6.50000E+00      0.00000E+00      1.50000E-09      2.40000E-10
      7.50000E+00      0.00000E+00      2.04000E-09      2.30000E-10
      8.50000E+00      0.00000E+00      2.75000E-09      2.30000E-10
      9.50000E+00      0.00000E+00      2.30000E-09      1.90000E-10
      1.05000E+01      0.00000E+00      1.32000E-09      1.30000E-10
      1.15000E+01      0.00000E+00      5.60000E-10      8.00000E-11
      1.25000E+01      0.00000E+00      2.80000E-10      5.00000E-11
      1.35000E+01      0.00000E+00      9.00000E-11      3.00000E-11
      1.45000E+01      0.00000E+00      1.00000E-11      1.00000E-11
